,blackHoleAccretionRate,blackHoleEddingtonRatio,redshift_x,galaxy_id,blackHoleMass,index,htmid_8,magNorm,redshift_y,M_i,ra,dec,seed,agn_sf_u,agn_sf_g,agn_sf_r,agn_sf_i,agn_sf_z,agn_sf_y,agn_tau_u,agn_tau_g,agn_tau_r,agn_tau_i,agn_tau_z,agn_tau_y
11048,28441059.05358607,0.01983884431321149,2.8428767272541653,2582034737,65163846.80057841,11048,147172,26.82806083526136,2.8428767272541653,-20.04550335917814,52.88506282374244,-28.208614808724718,969002.0,0.9905,0.8699,0.7681,0.6993,0.6528,0.6187,141.8,149.6,157.5,163.8,168.5,172.3
11049,4585008.901606104,0.01556516520320297,2.868765190833008,2582034870,13389481.756651327,11049,147175,28.95918191488913,2.868765190833008,-18.0176738722525,53.330138791626005,-27.830372746112435,7157930.0,1.183,1.042,0.9221,0.841,0.7861,0.7459,81.25,85.46,89.69,93.03,95.55,97.56
11050,63885100.3437638,0.027543154401867668,2.8672896186614967,2582034876,105429761.42365527,11050,147175,25.996961679566397,2.8672896186614967,-20.974774252224794,53.33074557299609,-27.830015474703725,7487268.0,0.7901,0.6945,0.6138,0.5591,0.5221,0.4951,182.3,189.9,197.5,203.4,207.8,211.3
11051,116256414.76922299,0.156283498270339,2.893308933391692,2582035510,33812798.84309486,11051,147172,25.143053025739913,2.893308933391692,-21.866070993107396,52.528461428813344,-28.42247400720004,515701.0,0.4853,0.4257,0.3755,0.3416,0.3186,0.3019,73.57,76.57,79.56,81.9,83.65,85.05
11052,48555201.508085236,0.09471044324408341,2.875801300498075,2582035717,23303181.131947134,11052,147175,26.14864630916235,2.875801300498075,-20.843444550356754,53.35553285675385,-27.99807393002501,8738874.0,0.7114,0.6268,0.5552,0.5066,0.4737,0.4496,42.66,45.08,47.53,49.47,50.94,52.12
11053,15169204.73655664,0.0282326310893816,2.8588176607110354,2582035767,24422424.676758066,11053,147172,27.53525341999975,2.8588176607110354,-19.406654219289848,52.835705244569105,-28.433040911350336,1077774.0,0.7553,0.6639,0.5867,0.5345,0.4992,0.4733,227.2,239.2,251.2,260.6,267.8,273.5
11054,312192092.6598792,0.025161002934300115,2.929812701999123,2582035828,563989825.9784085,11054,147175,24.26079914172641,2.929812701999123,-22.696462535952293,53.53997797759992,-28.33023962330447,3609408.0,0.5748,0.5052,0.4463,0.4065,0.3796,0.3599,87.4,92.09,96.81,100.5,103.4,105.6
11055,25673697.843596924,0.07017491707612075,2.9147655846313527,2582035871,16629677.871256743,11055,147175,26.88783752675388,2.9147655846313527,-20.106043961728734,53.55158862082475,-28.319842855230135,1284050.0,0.6898,0.6063,0.5358,0.488,0.4558,0.4321,59.8,63.08,66.4,69.02,71.0,72.58
11056,13918785.951144056,0.03718245638090854,2.8738035218914684,2582036474,17015338.69110417,11056,147172,27.638111216405157,2.8738035218914684,-19.350209696751243,52.94910129684315,-28.341888296912227,7090502.0,0.8219,0.7215,0.6368,0.5795,0.5408,0.5125,108.4,113.8,119.2,123.4,126.6,129.1
11057,50866218.32639992,0.08999657741945953,2.868234924001102,2582036734,25690986.249864254,11057,147172,26.087718569456396,2.868234924001102,-20.88729741300761,52.792767098356364,-28.550912080166203,8529068.0,0.4276,0.3765,0.3333,0.304,0.2842,0.2696,71.66,75.23,78.82,81.65,83.78,85.49
11058,1072657445.7157921,0.06067497255735765,2.8518746252128926,2582036841,803579376.6095843,11058,147172,22.749702733142232,2.8518746252128926,-24.165626826476817,52.859249192879176,-28.437424758185468,5336913.0,0.4127,0.363,0.321,0.2925,0.2733,0.2592,298.4,311.6,324.7,335.0,342.8,349.0
11059,7380285.866259849,0.020471587666903525,2.8481378253051943,2582036859,16386982.037441045,11059,147172,28.323763877466007,2.8481378253051943,-18.57534680820889,52.85862571751731,-28.438998590044598,9407458.0,0.798,0.7013,0.6197,0.5644,0.5271,0.4998,160.1,166.3,172.5,177.3,180.9,183.7
11060,28649944.129719786,0.05438621386617909,2.895149414828016,2582036955,23944858.359121278,11060,147172,26.819320843843993,2.895149414828016,-20.191139311393705,53.35977106421861,-28.60063046186546,5336051.0,0.8014,0.7034,0.6207,0.5648,0.5271,0.4994,301.2,315.1,329.0,339.9,348.1,354.7
11061,6955885.783704011,0.019502837584280956,2.897111450746922,2582037030,16211826.877276305,11061,147172,28.50788320977601,2.897111450746922,-18.504000091023784,52.77806395175049,-28.582696236942542,2792088.0,0.8881,0.7799,0.6885,0.6267,0.585,0.5544,15.26,15.9,16.54,17.04,17.41,17.71
11062,28758913.433948837,0.023674512001161017,2.8757850540487024,2582037137,55216485.04698463,11062,147175,26.9102854703157,2.8757850540487024,-20.08177473643896,53.10353916772533,-27.95630291507344,7114014.0,0.9136,0.8028,0.7092,0.6459,0.6031,0.5717,90.92,94.78,98.64,101.7,103.9,105.7
11063,33798681.77957931,0.01664978104474528,2.877088744501004,2582037193,92271706.94466685,11063,147175,26.78430040498055,2.877088744501004,-20.210219239985914,53.64276263778712,-27.949000447560785,6405037.0,0.8671,0.7617,0.6727,0.6125,0.5718,0.542,121.3,127.2,133.1,137.8,141.3,144.1
11064,26566608.893017236,0.060512224980820796,2.8449433177000225,2582037337,19955854.07549501,11064,147172,26.76040880459462,2.8449433177000225,-20.123191335741627,52.93660463346265,-28.504276447367893,4318212.0,0.6256,0.5482,0.483,0.439,0.4093,0.3876,54.34,56.78,59.23,61.14,62.58,63.73
11065,46812027.79349008,0.06649195752678079,2.9051625822357408,2582037514,32001155.091600727,11065,147175,26.2505567669692,2.9051625822357408,-20.755204632547752,53.24972319256511,-28.33531364229005,9025457.0,0.5835,0.5131,0.4536,0.4133,0.3861,0.3661,81.08,84.4,87.71,90.29,92.23,93.77
11066,65704362.65421985,0.18654912173053514,2.8764784432504387,2582037553,16009520.233186508,11066,147175,25.726822210331076,2.8764784432504387,-21.266546160106586,53.60002823798322,-27.949666708614018,4799172.0,0.5573,0.4902,0.4334,0.395,0.369,0.35,330.2,343.5,356.8,367.2,375.0,381.2
11067,1136531043.7891653,0.03283279526179317,2.8559277132406757,2582037662,1573442089.7916307,11067,147174,22.78581506339567,2.8559277132406757,-24.145031794367032,53.47214267631898,-27.667846524849217,7870033.0,0.5207,0.4575,0.4041,0.368,0.3436,0.3257,304.0,315.9,327.7,336.9,343.8,349.3
11068,43225881.38731935,0.036125733857219365,2.895478963490331,2582037841,54388176.53084298,11068,147175,26.42586967604822,2.895478963490331,-20.58482960349674,53.559804632962475,-28.056228934167347,7146139.0,0.7563,0.663,0.5845,0.5314,0.4956,0.4694,69.78,73.62,77.5,80.56,82.88,84.73
11069,96539656.81324375,0.02216386234060023,2.887695069023283,2582037974,197987433.38815418,11069,147172,25.608805085044438,2.887695069023283,-21.396370432803018,52.89004393628043,-28.613592174497466,2687412.0,0.7006,0.6159,0.5444,0.496,0.4632,0.4392,191.0,199.5,208.0,214.6,219.6,223.6
11070,24141924.398181867,0.03154824866612778,2.8713156612936253,2582038054,34783553.6460556,11070,147172,27.053930487862676,2.8713156612936253,-19.929693783370134,52.82379025486572,-28.548206214345953,3954960.0,0.8621,0.7591,0.6719,0.6127,0.5728,0.5434,179.7,189.6,199.7,207.6,213.6,218.4
11071,9880223.878138553,0.02270310669433079,2.8793576585244636,2582038364,19781481.513368372,11071,147175,28.090486262744463,2.8793576585244636,-18.908312374365458,53.51124510818127,-27.891089107786467,2821766.0,0.9585,0.8421,0.7439,0.6774,0.6324,0.5996,196.5,203.8,211.0,216.6,220.9,224.2
11072,77540166.87585868,0.17576337233918116,2.895179580956348,2582038478,20052830.08003634,11072,147174,25.57103456976945,2.895179580956348,-21.43944747585458,53.49574888582986,-27.753259274219893,8812806.0,0.4266,0.3748,0.331,0.3015,0.2815,0.2668,80.17,84.48,88.83,92.26,94.85,96.93
11073,635940106.33463,0.09973278005301685,2.943277721786854,2582038538,289838190.15562993,11073,147174,23.22812780837603,2.943277721786854,-23.662058954190318,53.482634910132106,-27.800347218432513,4726173.0,0.3862,0.3398,0.3005,0.2739,0.2559,0.2427,133.4,139.4,145.3,150.0,153.5,156.3
11074,99452099.94119069,0.023519874002613655,2.870026169291518,2582038730,192201284.61676714,11074,147174,25.54422846086413,2.870026169291518,-21.436960656591825,53.361434712624984,-27.81141483067649,2802690.0,0.638,0.5622,0.498,0.4545,0.425,0.4034,176.4,183.2,190.0,195.3,199.3,202.4
11075,13558567.520850442,0.022255672672199942,2.903088470280294,2582038811,27691749.997961305,11075,147175,27.757559790062196,2.903088470280294,-19.251503018825478,53.40381348322868,-27.985145773525463,5026706.0,1.138,0.9981,0.88,0.8001,0.7463,0.7069,94.81,99.7,104.6,108.5,111.4,113.7
11076,82365275.01336989,0.04413745408526345,2.860634501010067,2582038968,84823110.31667227,11076,147175,25.631802525803423,2.860634501010067,-21.316832708713928,53.52845985884738,-28.233717011315512,9029711.0,0.6144,0.5395,0.4763,0.4335,0.4046,0.3835,128.4,135.2,142.0,147.4,151.5,154.8
11077,34597252.09385383,0.061485180230862656,2.908733552494108,2582039219,25576933.530936856,11077,147172,26.5860311639803,2.908733552494108,-20.414042929253007,53.30369565662309,-28.599298394166773,2508118.0,0.648,0.5703,0.5045,0.4599,0.4298,0.4077,186.9,196.1,205.4,212.6,218.1,222.5
11078,52153714.62228693,0.01963387784368304,2.9008822693571195,2582039492,120741476.07497987,11078,147175,26.305751258580226,2.9008822693571195,-20.70682165289978,53.38036912628792,-27.97885410549168,4588177.0,0.8702,0.7625,0.6717,0.6104,0.5691,0.5389,134.3,139.3,144.3,148.1,151.0,153.3
11079,16857665.318655685,0.06693517914197825,2.8881461404532214,2582039725,11447754.742823908,11079,147048,27.365655715638358,2.8881461404532214,-19.639821998732508,52.5876784825106,-28.15948484410672,3761639.0,0.7146,0.6274,0.5538,0.5041,0.4705,0.4459,55.89,58.26,60.64,62.5,63.89,65.0
11080,69122833.49058685,0.032572418958045427,2.874888059610753,2582040018,96460351.34485435,11080,147172,25.906578769212135,2.874888059610753,-21.083788908052345,52.979496928616996,-28.413960260045034,9439483.0,0.7468,0.6567,0.5806,0.529,0.4942,0.4687,70.81,73.18,75.53,77.35,78.71,79.79
11081,387517369.3040143,0.11189790705707686,2.8562463043518846,2582040080,157415150.47703648,11081,147172,23.79569572085639,2.8562463043518846,-23.136370629523526,52.789966922894024,-28.53490332173857,3526063.0,0.4275,0.3773,0.3347,0.3058,0.2862,0.2718,109.9,115.5,121.2,125.7,129.1,131.7
11082,6573973.494191678,0.02277883184077798,2.892957147353162,2582040249,13118187.056185184,11082,147172,28.54539639108402,2.892957147353162,-18.463472113378312,52.949112151299396,-28.384221332326998,1298477.0,1.271,1.115,0.9847,0.8962,0.8365,0.7927,86.76,90.64,94.53,97.57,99.85,101.7
11083,107066428.40121827,0.35374650673211344,2.915416913509555,2582040538,13757466.84080884,11083,147174,25.105750712787856,2.915416913509555,-21.88755964289353,53.103271540721984,-27.756973771928703,4346215.0,0.4188,0.3681,0.3252,0.2962,0.2765,0.2622,60.93,63.26,65.57,67.38,68.73,69.8
11084,54420570.50388325,0.05768896765555877,2.8962577066834725,2582040913,42879295.5769369,11084,147174,26.11083839546784,2.8962577066834725,-20.900425806187048,53.441067121367915,-27.800040026466448,7307732.0,0.5528,0.4863,0.4301,0.392,0.3663,0.3474,112.1,117.9,123.7,128.4,131.8,134.6
11085,39111176.634728,0.020065838603093678,2.844011844585942,2582041006,88597381.41469494,11085,147175,26.48382805159975,2.844011844585942,-20.39524877429335,53.5549967365471,-28.638385003992955,9418723.0,0.8162,0.717,0.6333,0.5766,0.5383,0.5103,158.3,165.6,172.9,178.6,182.9,186.3
11086,74345684.99989562,0.02209074850008053,2.8502332813472693,2582041011,152975772.55767295,11086,147172,25.79863952793657,2.8502332813472693,-21.11040453057595,53.09184969597815,-28.44092410457097,3438892.0,0.7554,0.6639,0.5866,0.5343,0.499,0.4731,99.47,106.0,112.6,117.9,121.9,125.1
11087,71113064.30200706,0.05731810795612463,2.8632139666055534,2582041888,56394255.30587842,11087,147175,25.76564374443315,2.8632139666055534,-21.191946899703815,53.70599635345101,-27.863625437570764,864439.0,0.689,0.6048,0.5337,0.4856,0.4531,0.4294,111.5,116.9,122.3,126.6,129.8,132.4
11088,68582182.36200863,0.048154678975969895,2.8631526198915873,2582041917,64736636.02038497,11088,147172,25.828813151834044,2.8631526198915873,-21.1285645344741,52.78172043597783,-28.080241797828236,2238292.0,0.7686,0.6745,0.5952,0.5415,0.5053,0.4788,201.7,211.8,221.9,229.9,236.0,240.8
11089,15787349.128119247,0.02218287583469156,2.9115177618612615,2582041963,32349582.79974761,11089,147175,27.579331881181908,2.9115177618612615,-19.417395465441242,53.58774220903053,-28.16874574513539,5092808.0,0.7082,0.6228,0.5507,0.5019,0.4688,0.4446,67.64,70.72,73.8,76.21,78.03,79.47
11090,13517768.87922525,0.049692874825633684,2.8989997156547114,2582042037,12364831.821881795,11090,147175,27.655411234083186,2.8989997156547114,-19.357840500375875,53.47945293559781,-28.57229481004381,8931616.0,0.8218,0.7227,0.639,0.5822,0.5439,0.5158,164.2,170.9,177.6,182.8,186.8,189.9
11091,36148376.38078655,0.05394917817287727,2.86166484748175,2582042268,30456590.312520195,11091,147172,26.508080003431935,2.86166484748175,-20.444132667054685,52.86521444593257,-28.05866260980319,2197352.0,0.7762,0.6833,0.6047,0.5514,0.5153,0.4889,158.3,166.4,174.7,181.2,186.1,190.0
11092,73994728.74437647,0.11242136941312227,2.854097660879469,2582042575,29917770.782068346,11092,147172,25.596538937968344,2.854097660879469,-21.327302235356047,52.772822007244976,-28.05439423738273,1525826.0,0.6269,0.5507,0.4864,0.4429,0.4135,0.392,139.2,146.0,152.9,158.3,162.3,165.6
11093,15053816.82754288,0.048546905460773865,2.896705880215156,2582042699,14094912.842690624,11093,147172,27.5393003074498,2.896705880215156,-19.472288920803894,52.778610713881335,-28.39350356457931,4813371.0,0.7403,0.6506,0.5748,0.5235,0.4889,0.4635,38.86,41.01,43.19,44.91,46.21,47.25
11094,52807673.7904297,0.0219122639293558,2.898356409503085,2582042826,109543624.35549869,11094,147172,26.277360010491122,2.898356409503085,-20.735425649639197,53.32378029424513,-28.628602288963208,8053926.0,0.9327,0.8202,0.7251,0.6607,0.6172,0.5853,57.99,60.7,63.41,65.54,67.14,68.42
11095,12991192.64155831,0.054459584896927475,2.891925875415542,2582042875,10843063.852801865,11095,147172,27.681204778225393,2.891925875415542,-19.3269144410276,52.7918345824099,-28.643675752004796,7875049.0,0.6813,0.5989,0.5293,0.4822,0.4504,0.427,157.5,165.3,173.1,179.3,184.0,187.7
11096,179855161.4205608,0.02641955847748208,2.849431168082147,2582043189,309438729.5303746,11096,147175,24.805002548695505,2.849431168082147,-22.100386811849337,53.74971571509765,-28.080427998218283,7607072.0,0.7311,0.6427,0.568,0.5175,0.4833,0.4583,292.4,306.4,320.4,331.4,339.7,346.3
11097,62184939.94378613,0.04206638872007977,2.895663484594039,2582043283,67193506.8653463,11097,147172,26.00774045686705,2.895663484594039,-21.003092697606764,52.792659454771545,-28.542718129296887,8038349.0,0.7513,0.6615,0.5855,0.5339,0.4991,0.4736,269.0,283.1,297.3,308.5,317.0,323.8
11098,383507589.2751291,0.04519147628437507,2.8516255191071993,2582043362,385740068.307896,11098,147173,23.91311871734509,2.8516255191071993,-23.001256953538853,53.73031010836553,-28.47988160052297,2506875.0,0.5118,0.4507,0.3989,0.3639,0.3401,0.3228,111.8,117.5,123.3,127.8,131.2,133.9
11099,13504777.670475395,0.02403444542662546,2.8449998627984767,2582043526,25540573.937941786,11099,147172,27.626222122521543,2.8449998627984767,-19.257652596137543,52.83834232629784,-28.15263415622932,3096174.0,0.9054,0.7956,0.7029,0.6401,0.5977,0.5667,62.17,64.77,67.37,69.39,70.92,72.12
11100,35051708.13162944,0.04871870744445923,2.869775608233741,2582043768,32703237.505735833,11100,147172,26.583818858886225,2.869775608233741,-20.39654239238009,53.122912132337895,-28.38324259388267,1224617.0,0.7475,0.6587,0.5835,0.5324,0.4979,0.4726,178.0,187.5,197.2,204.8,210.5,215.1
11101,12765235.155308628,0.05222546876005047,2.864213904038751,2582044559,11110248.991173957,11101,147175,27.659041683736145,2.864213904038751,-19.302019944622003,53.39777106107583,-28.484350303303113,391338.0,0.7094,0.6224,0.5492,0.4996,0.4662,0.4417,64.52,67.19,69.85,71.93,73.49,74.73
11102,10765151.159390181,0.034024246584937586,2.8754047928867483,2582044978,14381657.2536885,11102,147172,27.934059584458385,2.8754047928867483,-19.057283144466904,52.92394695242991,-28.53978370913318,5964219.0,0.8488,0.7459,0.659,0.6001,0.5604,0.5313,108.9,113.6,118.4,122.2,125.0,127.2
11103,16736433.605138771,0.022628590305167423,2.8975990053467897,2582045081,33618841.1117258,11103,147174,27.528319535490343,2.8975990053467897,-19.483917211126034,53.418489301094574,-27.709791736672546,4303890.0,0.8664,0.7625,0.6747,0.6151,0.5749,0.5454,94.82,99.55,104.3,108.0,110.9,113.1
11104,14294331.10222217,0.022459072123382214,2.9066692449366625,2582045237,28930060.835052557,11104,147175,27.692860230529114,2.9066692449366625,-19.310502093434927,53.67097969986952,-27.859917693668184,4756646.0,1.125,0.987,0.8709,0.7923,0.7393,0.7005,133.0,138.7,144.4,148.8,152.2,154.8
11105,20144148.288200486,0.08100453969811945,2.8536646614038523,2582045586,11303602.334158687,11105,147172,27.061655984871877,2.8536646614038523,-19.86052744166713,52.71741621380086,-28.394306708187727,8117990.0,0.6178,0.5431,0.48,0.4373,0.4084,0.3872,108.2,112.8,117.3,120.9,123.5,125.6
11106,15512970.201514615,0.036210445492615324,2.870991475198007,2582046102,19473248.659797873,11106,147175,27.517899204986684,2.870991475198007,-19.46511290658532,53.33015752050219,-27.869397266785185,604710.0,0.7906,0.6941,0.6127,0.5577,0.5205,0.4933,172.9,180.1,187.3,192.9,197.2,200.5
11107,11054980.681613121,0.03195134079233039,2.872943029114026,2582046195,15727012.057413425,11107,147172,27.908955861840894,2.872943029114026,-19.07774082843588,53.0703498396443,-28.58741797405806,1271868.0,1.353,1.19,1.052,0.9588,0.8957,0.8495,188.8,197.7,206.5,213.5,218.7,222.9
11108,193139801.8558893,0.01623840827249551,2.8909001857962657,2582046555,540636850.3131162,11108,147174,24.895528356460684,2.8909001857962657,-22.11184528319924,53.48723209283551,-27.719665835534975,9619210.0,0.7048,0.6203,0.5488,0.5003,0.4676,0.4436,346.3,360.6,374.9,386.0,394.4,401.0
11109,15301933.381286658,0.03941065801806721,2.890712998058696,2582046560,17648586.991449375,11109,147174,27.54553686678104,2.890712998058696,-19.461700667337162,53.4878392118231,-27.723314924852723,7201374.0,0.8121,0.714,0.6311,0.5749,0.537,0.5092,70.66,74.44,78.26,81.27,83.54,85.36
11110,24148753.364994083,0.017065482061981104,2.842224587271778,2582046792,64321101.7135665,11110,147172,27.024256848284246,2.842224587271778,-19.84614006581879,52.733530288485454,-27.99598068195011,9494540.0,0.9314,0.8189,0.7239,0.6596,0.6161,0.5843,199.9,210.0,220.1,228.1,234.1,238.9
11111,29171102.575099222,0.04328576075825793,2.8849684763062475,2582047370,30632688.087989606,11111,147175,26.823662077690347,2.8849684763062475,-20.179685308389928,53.411385396492015,-28.601885950038522,4691973.0,0.7073,0.6222,0.5502,0.5014,0.4684,0.4443,107.5,112.2,116.9,120.5,123.3,125.5
11112,18917982.23576158,0.08521004199119583,2.8998661852565375,2582047463,10091630.790799946,11112,147175,27.215083516746247,2.8998661852565375,-19.79879575751159,53.64686178336999,-27.834756539367923,8614074.0,0.6195,0.5442,0.4807,0.4377,0.4086,0.3874,72.7,76.69,80.72,83.9,86.31,88.24
11113,123758579.07436015,0.05486791726193673,2.880321583920162,2582047518,102526034.1315696,11113,147175,25.20866829840194,2.880321583920162,-21.791557709769133,53.46169770653746,-27.874173460564286,822004.0,0.6032,0.5299,0.4681,0.4262,0.398,0.3773,134.1,140.0,145.8,150.4,153.8,156.6
11114,9447549.081013773,0.02040213746709269,2.882537763327295,2582047521,21048483.26944364,11114,147175,28.15693098871054,2.882537763327295,-18.8447845562219,53.46130380174371,-27.87407359995988,253550.0,1.07,0.9429,0.8351,0.762,0.7126,0.6763,125.7,132.4,139.1,144.5,148.5,151.8
11115,15731011.075967839,0.055684998563657585,2.9131576081795396,2582047800,12840908.259719484,11115,147175,27.456185922898904,2.9131576081795396,-19.539104963225682,53.67952383406539,-28.177344044462128,3421454.0,1.049,0.9246,0.8189,0.7471,0.6986,0.663,56.38,59.17,61.97,64.18,65.84,67.17
11116,18319447.816782292,0.05034707423276317,2.8995836095196137,2582047801,16539236.612645634,11116,147173,27.321831573940795,2.8995836095196137,-19.691843072353052,53.65816802328264,-28.5820054809524,378633.0,0.6914,0.6082,0.5379,0.4903,0.4581,0.4345,172.8,180.2,187.5,193.2,197.5,200.9
11117,844398903.256357,0.019713409968095525,2.8844579269020016,2582048495,1946987781.00552,11117,147172,23.25233014798656,2.8844579269020016,-23.750674648216147,52.6108076671866,-28.285232064885793,1511018.0,0.5562,0.4898,0.4336,0.3955,0.3697,0.3508,174.3,181.7,189.2,195.0,199.4,202.8
11118,5198541.225172906,0.019216944434963187,2.858742468887659,2582048521,12296300.757732976,11118,147172,28.75791957485932,2.858742468887659,-18.18370031653748,52.84020852333465,-28.41313350014881,1791789.0,1.174,1.033,0.9127,0.8315,0.7766,0.7365,196.0,205.3,214.6,222.0,227.5,231.9
11119,34242184.550681174,0.0209052263261021,2.8581029156456625,2582048634,74453292.67631437,11119,147172,26.683640904920868,2.8581029156456625,-20.25553143389998,52.654244277576076,-28.6589935298772,3040628.0,0.7211,0.636,0.5638,0.5148,0.4817,0.4574,44.61,46.76,48.92,50.61,51.89,52.91
11120,18959145.535088867,0.020827512877607254,2.8770957574689175,2582048731,41376968.41520542,11120,147172,27.385643605803384,2.8770957574689175,-19.608889267725147,52.743171431637506,-28.588635196351756,9855905.0,0.9985,0.8788,0.7775,0.7089,0.6624,0.6284,169.0,177.6,186.3,193.2,198.4,202.5
11121,34105305.239875875,0.018349157664113484,2.876617093361056,2582049038,84485684.6098708,11121,147174,26.76027567094576,2.876617093361056,-20.23335426054644,53.54454971574258,-27.691192388108764,1772557.0,1.015,0.8916,0.7874,0.7169,0.6692,0.6343,121.0,126.8,132.6,137.1,140.5,143.2
11122,137347715.56743786,0.01893925487448811,2.859545941534128,2582050086,329636937.76293945,11122,147172,25.184442727793883,2.859545941534128,-21.76025183413442,53.114493147459484,-28.43492214874505,9224369.0,0.67,0.589,0.5205,0.4741,0.4428,0.4199,312.0,327.3,342.7,354.8,363.9,371.2
11123,14254578.679218093,0.03565440434198091,2.9061149562014883,2582050243,18172660.754481,11123,147172,27.633707654189152,2.9061149562014883,-19.37053735659632,53.03934410070495,-28.16625038765186,1163753.0,0.783,0.6876,0.6071,0.5526,0.5158,0.4889,85.43,89.93,94.45,98.02,100.7,102.9
11124,47574633.23494011,0.037141466904599636,2.8899310990706755,2582050314,58222884.2607482,11124,147172,26.3132863040687,2.8899310990706755,-20.693386583918745,52.60345241124508,-28.653260052463054,232327.0,0.7497,0.6591,0.5826,0.5308,0.4958,0.4702,77.16,80.63,84.11,86.83,88.88,90.51
11125,9197308.950879332,0.025249412735778434,2.8481665169084716,2582050360,16557196.87986453,11125,147172,28.054712624351616,2.8481665169084716,-18.84453735408212,52.75063936041253,-28.542919634048157,3410484.0,0.7086,0.6233,0.5512,0.5024,0.4694,0.4452,103.9,108.7,113.5,117.3,120.1,122.4
11126,179186318.25849333,0.018592716301726733,2.8920244146045295,2582050643,438065773.4963079,11126,147172,24.959827025248863,2.8920244146045295,-22.048363804301456,52.835230526477424,-28.55813873704407,7595188.0,0.6996,0.6148,0.5432,0.4947,0.4619,0.4379,337.5,352.7,368.0,379.9,388.9,396.1
11127,39311546.204595715,0.017408663258134262,2.8820509271199457,2582050689,102643634.22678821,11127,147048,26.619942016842646,2.8820509271199457,-20.38144645692324,52.584116245816254,-28.158632337646686,7997423.0,0.9662,0.8496,0.751,0.6842,0.6391,0.6061,166.2,175.2,184.3,191.5,197.0,201.3
11128,13195429.883050594,0.01834314307835587,2.8631833956930954,2582052303,32698445.672547802,11128,147172,27.762041183297814,2.8631833956930954,-19.195443337708156,53.05594241403863,-28.392258383907226,4606667.0,1.159,1.017,0.8966,0.8154,0.7606,0.7205,156.7,164.2,171.7,177.7,182.2,185.7
11129,267460644.21353543,0.0816243435778438,2.85924541612061,2582052354,148942110.61081228,11129,147172,24.25548934686821,2.85924541612061,-22.688055212007388,52.64492515750219,-28.665146433944354,7322909.0,0.4302,0.3781,0.3341,0.3043,0.2841,0.2694,82.43,86.54,90.67,93.92,96.37,98.33
11130,9941085.350376777,0.023970101249840496,2.865167212053056,2582052384,18851297.757001508,11130,147172,28.041934360345962,2.865167212053056,-18.922436076843304,52.8596494871695,-28.4387070853716,5972178.0,0.8112,0.7144,0.6326,0.5771,0.5395,0.512,98.46,103.6,108.9,113.0,116.1,118.6
11131,14008804.260090334,0.04691936824253625,2.8948638309477346,2582052439,13571449.357811848,11131,147174,27.621252431757238,2.8948638309477346,-19.389000471424847,53.450092669850356,-27.77111969463447,273602.0,0.7194,0.6321,0.5584,0.5085,0.4748,0.4502,42.9,44.44,45.96,47.15,48.04,48.75
11132,10919946.00412796,0.019030736364091156,2.856470273471136,2582052528,26082079.66888731,11132,147175,27.93933487316957,2.856470273471136,-18.99358875817417,53.21994640810341,-27.82861002157638,6798947.0,0.9385,0.8252,0.7294,0.6645,0.6207,0.5886,160.4,168.1,175.9,182.1,186.7,190.4
11133,15459621.042018577,0.04080152438790409,2.9442658731207794,2582052727,17222641.99454284,11133,147173,27.409592798615236,2.9442658731207794,-19.47763981599778,53.59777327707274,-28.571742572506665,7136357.0,0.8956,0.7868,0.6949,0.6327,0.5907,0.5599,324.1,340.1,356.2,368.8,378.4,386.0
11134,590413750.6511347,0.019570065384247704,2.8859481322073175,2582052935,1371328513.1669638,11134,147174,23.64539257970524,2.8859481322073175,-23.35861193347353,53.57520037474062,-27.693285736254445,5363345.0,0.5855,0.5146,0.4547,0.4142,0.3868,0.3668,126.6,133.0,139.4,144.4,148.2,151.2
11135,13672657.275249096,0.016740255151982228,2.8750486299993803,2582052972,37125146.29913757,11135,147175,27.768876697791413,2.8750486299993803,-19.221793977937686,53.19522613391255,-28.293789524232903,4333302.0,0.9325,0.8199,0.7247,0.6603,0.6167,0.5848,157.4,164.2,171.0,176.3,180.3,183.5
11136,15842656.455862189,0.020094606457055197,2.867388333389923,2582053272,35836519.09445095,11136,147175,27.564354600486205,2.867388333389923,-19.407723868939804,53.43924973611774,-28.621992419499104,8605425.0,1.107,0.9728,0.8596,0.7829,0.7311,0.6932,66.65,70.45,74.29,77.32,79.63,81.47
11137,27268433.02590061,0.024418662005010087,2.903570302430025,2582053608,50759301.561884075,11137,147172,26.98046307724367,2.903570302430025,-20.027832915182167,52.58037073544264,-28.335955383502064,9796384.0,0.887,0.7812,0.6917,0.631,0.59,0.5598,166.6,174.5,182.3,188.5,193.1,196.8
11138,9865026.064300014,0.030138123400880134,2.8513484033319196,2582053870,14878506.856100589,11138,147172,27.96802072979338,2.8513484033319196,-18.94529377150675,52.8937138900362,-28.045067824839666,6902236.0,0.9791,0.8605,0.7603,0.6925,0.6467,0.6131,67.58,70.44,73.3,75.54,77.22,78.55
11139,11110375.510676926,0.022189582947528583,2.878028496647656,2582054174,22759196.05435309,11139,147175,27.962848469363824,2.878028496647656,-19.033443683134095,52.90592965200377,-27.95101604434407,4163674.0,0.7849,0.689,0.6082,0.5535,0.5166,0.4895,214.1,224.3,234.5,242.5,248.5,253.3
